Deprecated_Index,NAME,HIS,MBTI,source,url
3304,Julio Torres,Wizards,ENTP,https://boo.world/database/profile/10269/julio-torres-personality-type,boo.world
3305,Gil Ozeri,Knights,ESFJ,https://boo.world/database/profile/6924/gil-ozeri-personality-type,boo.world
3306,Stark Sands,Healers,INFJ,https://boo.world/database/profile/18051/stark-sands-personality-type,boo.world
3307,Diane Neal,Healers,INFP,https://boo.world/database/profile/5135/diane-neal-personality-type,boo.world
3308,Eric Roth,Knights,ISTJ,https://boo.world/database/profile/6051/eric-roth-personality-type,boo.world
3309,Kim Da-Mi,Explorers,ISTP,https://boo.world/database/profile/11092/kim-da-mi-personality-type,boo.world
3310,Leslie Easterbrook,Healers,ENFP,https://boo.world/database/profile/11810/leslie-easterbrook-personality-type,boo.world
3311,Vince Gilligan,Healers,INFP,https://boo.world/database/profile/19605/vince-gilligan-personality-type,boo.world
3312,Lee Tergesen,Explorers,ESFP,https://boo.world/database/profile/11701/lee-tergesen-personality-type,boo.world
3313,Madeleine Martin,Explorers,ISFP,https://boo.world/database/profile/12512/madeleine-martin-personality-type,boo.world
3314,Celeste Yarnall,Healers,ENFJ,https://boo.world/database/profile/3255/celeste-yarnall-personality-type,boo.world
3315,Britt Robertson,Knights,ISFJ,https://boo.world/database/profile/2702/britt-robertson-personality-type,boo.world
3316,Kal Penn,Wizards,INTP,https://boo.world/database/profile/10371/kal-penn-personality-type,boo.world
3317,Ebonee Noel,Explorers,ESFP,https://boo.world/database/profile/5463/ebonee-noel-personality-type,boo.world
3318,Stefanie Powers,Knights,ISFJ,https://boo.world/database/profile/18061/stefanie-powers-personality-type,boo.world
3319,Rick Peters,Healers,ENFJ,https://boo.world/database/profile/16314/rick-peters-personality-type,boo.world
3320,Michelle C. Bonilla,Wizards,ENTJ,https://boo.world/database/profile/13893/michelle-c-bonilla-personality-type,boo.world
3321,James Purefoy,Explorers,ESFP,https://boo.world/database/profile/8313/james-purefoy-personality-type,boo.world
3322,Tom Vaughan-Lawlor,Wizards,ENTJ,https://boo.world/database/profile/19128/tom-vaughan-lawlor-personality-type,boo.world
3323,Hafþór Júlíus Björnsson,Wizards,INTJ,https://boo.world/database/profile/7237/haf%C3%BE%C3%B3r-j%C3%BAl%C3%ADus-bj%C3%B6rnsson-personality-type,boo.world
3324,Lyriq Bent,Healers,INFJ,https://boo.world/database/profile/12463/lyriq-bent-personality-type,boo.world
3325,Howard Stern,Wizards,ENTP,https://boo.world/database/profile/7648/howard-stern-personality-type,boo.world
3326,Chloe Greenfield,Explorers,ISTP,https://boo.world/database/profile/3520/chloe-greenfield-personality-type,boo.world
3327,Devon Aoki,Explorers,ISTP,https://boo.world/database/profile/5072/devon-aoki-personality-type,boo.world
3328,Vanessa Johansson,Healers,ENFP,https://boo.world/database/profile/19483/vanessa-johansson-personality-type,boo.world
3329,Surveen Chawla,Wizards,ENTJ,https://boo.world/database/profile/18360/surveen-chawla-personality-type,boo.world
3330,Danai Gurira,Explorers,ISTP,https://boo.world/database/profile/4359/danai-gurira-personality-type,boo.world
3331,Raluca Aprodu,Healers,ENFJ,https://boo.world/database/profile/15900/raluca-aprodu-personality-type,boo.world
3332,Sophie Hunter,Wizards,INTJ,https://boo.world/database/profile/17970/sophie-hunter-personality-type,boo.world
3333,Shawna Waldron,Healers,ENFP,https://boo.world/database/profile/17667/shawna-waldron-personality-type,boo.world
3334,Fiona Glascott,Explorers,ESFP,https://boo.world/database/profile/6351/fiona-glascott-personality-type,boo.world
3335,Rob Bruce,Knights,ESTJ,https://boo.world/database/profile/16372/rob-bruce-personality-type,boo.world
3336,Kim Kardashian West,Wizards,ENTP,https://boo.world/database/profile/11110/kim-kardashian-west-personality-type,boo.world
3337,Lisa Arturo,Wizards,ENTJ,https://boo.world/database/profile/12022/lisa-arturo-personality-type,boo.world
3338,Amy Nuttall,Wizards,ENTP,https://boo.world/database/profile/953/amy-nuttall-personality-type,boo.world
3339,Lindsay Watson,Explorers,ESFP,https://boo.world/database/profile/11996/lindsay-watson-personality-type,boo.world
3340,Brit Morgan,Knights,ISFJ,https://boo.world/database/profile/2694/brit-morgan-personality-type,boo.world
3341,Jeff Donnell,Healers,INFJ,https://boo.world/database/profile/8727/jeff-donnell-personality-type,boo.world
3342,Joel Jackson,Explorers,ISFP,https://boo.world/database/profile/9412/joel-jackson-personality-type,boo.world
3343,Tracy Nelson,Knights,ISFJ,https://boo.world/database/profile/19273/tracy-nelson-personality-type,boo.world
3344,Margaret Cabourn-Smith,Knights,ISTJ,https://boo.world/database/profile/12738/margaret-cabourn-smith-personality-type,boo.world
3345,George Baker,Wizards,INTJ,https://boo.world/database/profile/6778/george-baker-personality-type,boo.world
3346,Skyler Samuels,Healers,INFJ,https://boo.world/database/profile/17899/skyler-samuels-personality-type,boo.world
3347,Jana Morrison,Wizards,INTJ,https://boo.world/database/profile/8402/jana-morrison-personality-type,boo.world
3348,Anna Belknap,Knights,ESTJ,https://boo.world/database/profile/1282/anna-belknap-personality-type,boo.world
3349,Mitchell Hurwitz,Knights,ESFJ,https://boo.world/database/profile/14140/mitchell-hurwitz-personality-type,boo.world
3350,Brendan Fraser,Explorers,ESFP,https://boo.world/database/profile/2546/brendan-fraser-personality-type,boo.world
3351,Julia Ormond,Healers,INFJ,https://boo.world/database/profile/10155/julia-ormond-personality-type,boo.world
3352,Sacha Baron Cohen,Wizards,ENTP,https://boo.world/database/profile/16997/sacha-baron-cohen-personality-type,boo.world
3353,Dan Donohue,Healers,ENFJ,https://boo.world/database/profile/4301/dan-donohue-personality-type,boo.world
3354,Ally Sheedy,Knights,ESFJ,https://boo.world/database/profile/767/ally-sheedy-personality-type,boo.world
3355,Jim Hanks,Knights,ISTJ,https://boo.world/database/profile/9163/jim-hanks-personality-type,boo.world
3356,Calum Worthy,Wizards,INTP,https://boo.world/database/profile/2905/calum-worthy-personality-type,boo.world
3357,Roger Lloyd Pack,Explorers,ISFP,https://boo.world/database/profile/16657/roger-lloyd-pack-personality-type,boo.world
3358,Martin Jarvis,Knights,ISFJ,https://boo.world/database/profile/13048/martin-jarvis-personality-type,boo.world
3359,Billy L. Sullivan,Explorers,ISTP,https://boo.world/database/profile/2293/billy-l-sullivan-personality-type,boo.world
3360,Mariann Gavelo,Explorers,ISTP,https://boo.world/database/profile/12813/mariann-gavelo-personality-type,boo.world
3361,Mitchel Musso,Explorers,ISFP,https://boo.world/database/profile/14137/mitchel-musso-personality-type,boo.world
3362,Krysty Wilson-Cairns,Healers,ENFP,https://boo.world/database/profile/11301/krysty-wilson-cairns-personality-type,boo.world
3364,Dave Filoni,Healers,INFP,https://boo.world/database/profile/4590/dave-filoni-personality-type,boo.world
3365,Ryûsuke Hamaguchi,Explorers,ISTP,https://boo.world/database/profile/16977/ry%C3%BBsuke-hamaguchi-personality-type,boo.world
3366,Danny Bonaduce,Wizards,INTP,https://boo.world/database/profile/4484/danny-bonaduce-personality-type,boo.world
3367,Ty Panitz,Explorers,ESFP,https://boo.world/database/profile/19374/ty-panitz-personality-type,boo.world
3368,Melora Walters,Wizards,ENTP,https://boo.world/database/profile/13548/melora-walters-personality-type,boo.world
3369,Red Skelton,Knights,ESFJ,https://boo.world/database/profile/16066/red-skelton-personality-type,boo.world
3370,Alisha Boe,Explorers,ESFP,https://boo.world/database/profile/685/alisha-boe-personality-type,boo.world
3371,Bre-Z,Healers,INFP,https://boo.world/database/profile/2518/bre-z-personality-type,boo.world
3372,Scott Caan,Explorers,ESTP,https://boo.world/database/profile/17392/scott-caan-personality-type,boo.world
3373,Sam Jaffe,Wizards,ENTJ,https://boo.world/database/profile/17057/sam-jaffe-personality-type,boo.world
3374,Mike Colter,Explorers,ESTP,https://boo.world/database/profile/13978/mike-colter-personality-type,boo.world
3375,Jonathan Glazer,Knights,ISTJ,https://boo.world/database/profile/9818/jonathan-glazer-personality-type,boo.world
3376,Vic Perrin,Wizards,INTJ,https://boo.world/database/profile/19542/vic-perrin-personality-type,boo.world
3377,Joss Whedon,Healers,ENFP,https://boo.world/database/profile/10048/joss-whedon-personality-type,boo.world
3378,Matthias Schoenaerts,Healers,ENFJ,https://boo.world/database/profile/13294/matthias-schoenaerts-personality-type,boo.world
3379,Andrea Arnold,Healers,ENFJ,https://boo.world/database/profile/1029/andrea-arnold-personality-type,boo.world
3380,Gerald Mohr,Wizards,INTJ,https://boo.world/database/profile/6865/gerald-mohr-personality-type,boo.world
3381,Shannon Kenny,Wizards,INTJ,https://boo.world/database/profile/17596/shannon-kenny-personality-type,boo.world
3382,Allison Siko,Knights,ESFJ,https://boo.world/database/profile/759/allison-siko-personality-type,boo.world
3383,Jingchu Zhang,Knights,ESTJ,https://boo.world/database/profile/9213/jingchu-zhang-personality-type,boo.world
3384,Christine Ko,Explorers,ESTP,https://boo.world/database/profile/3709/christine-ko-personality-type,boo.world
3385,Dulé Hill,Knights,ESFJ,https://boo.world/database/profile/5408/dul%C3%A9-hill-personality-type,boo.world
3386,Carrie Ann Inaba,Healers,ENFJ,https://boo.world/database/profile/3118/carrie-ann-inaba-personality-type,boo.world
3387,Echo Kellum,Knights,ESTJ,https://boo.world/database/profile/5468/echo-kellum-personality-type,boo.world
3388,Michael Gaston,Knights,ESTJ,https://boo.world/database/profile/13694/michael-gaston-personality-type,boo.world
3389,Veronica Falcón,Knights,ESTJ,https://boo.world/database/profile/19528/veronica-falc%C3%B3n-personality-type,boo.world
3390,Robert Armstrong,Healers,INFJ,https://boo.world/database/profile/16425/robert-armstrong-personality-type,boo.world
3391,Katarina Cas,Knights,ESTJ,https://boo.world/database/profile/10499/katarina-cas-personality-type,boo.world
3392,Frank Sinatra Jr.,Knights,ISFJ,https://boo.world/database/profile/6487/frank-sinatra-jr-personality-type,boo.world
3393,Dilraba Dilmurat,Explorers,ISFP,https://boo.world/database/profile/5182/dilraba-dilmurat-personality-type,boo.world
3394,Tate Taylor,Healers,INFJ,https://boo.world/database/profile/18639/tate-taylor-personality-type,boo.world
3395,Dallas Young,Healers,ENFP,https://boo.world/database/profile/4267/dallas-young-personality-type,boo.world
3396,Mala Powers,Healers,ENFJ,https://boo.world/database/profile/12622/mala-powers-personality-type,boo.world
3397,Jennifer Connelly,Healers,INFJ,https://boo.world/database/profile/8821/jennifer-connelly-personality-type,boo.world
3398,Rosemary DeCamp,Knights,ISTJ,https://boo.world/database/profile/16784/rosemary-decamp-personality-type,boo.world
3399,Carol Ann Susi,Knights,ISTJ,https://boo.world/database/profile/3062/carol-ann-susi-personality-type,boo.world
3400,Aparna Nancherla,Wizards,INTP,https://boo.world/database/profile/1534/aparna-nancherla-personality-type,boo.world
3401,Spencer Tracy,Healers,INFJ,https://boo.world/database/profile/18010/spencer-tracy-personality-type,boo.world
3402,Caitlin McGee,Healers,ENFJ,https://boo.world/database/profile/2874/caitlin-mcgee-personality-type,boo.world
3403,Storm Reid,Knights,ESFJ,https://boo.world/database/profile/18303/storm-reid-personality-type,boo.world
3404,Kimberly J. Brown,Knights,ISTJ,https://boo.world/database/profile/11154/kimberly-j-brown-personality-type,boo.world
3405,Lonnie Chavis,Wizards,INTP,https://boo.world/database/profile/12161/lonnie-chavis-personality-type,boo.world
3406,Angela Sarafyan,Explorers,ISFP,https://boo.world/database/profile/1194/angela-sarafyan-personality-type,boo.world
3407,Gregory Sporleder,Knights,ISTJ,https://boo.world/database/profile/7160/gregory-sporleder-personality-type,boo.world
3408,D.J. Cotrona,Explorers,ISFP,https://boo.world/database/profile/4222/dj-cotrona-personality-type,boo.world
3409,Rebecca Herbst,Knights,ISFJ,https://boo.world/database/profile/16034/rebecca-herbst-personality-type,boo.world
3410,Dick Hogan,Explorers,ESTP,https://boo.world/database/profile/5155/dick-hogan-personality-type,boo.world
3411,Chow Yun-Fat,Knights,ESFJ,https://boo.world/database/profile/3532/chow-yun-fat-personality-type,boo.world
3412,Reg Rogers,Explorers,ISFP,https://boo.world/database/profile/16079/reg-rogers-personality-type,boo.world
3413,John Hoffman,Knights,ISFJ,https://boo.world/database/profile/9575/john-hoffman-personality-type,boo.world
3414,Leslie Grossman,Healers,ENFP,https://boo.world/database/profile/11812/leslie-grossman-personality-type,boo.world
3415,Kassie Mundhenk,Wizards,INTP,https://boo.world/database/profile/10492/kassie-mundhenk-personality-type,boo.world
3416,Gayle Hunnicutt,Healers,INFP,https://boo.world/database/profile/6703/gayle-hunnicutt-personality-type,boo.world
3417,Blu del Barrio,Healers,INFP,https://boo.world/database/profile/2349/blu-del-barrio-personality-type,boo.world
3418,DeVaughn Nixon,Healers,INFJ,https://boo.world/database/profile/5064/devaughn-nixon-personality-type,boo.world
3419,Lucie Guest,Knights,ISTJ,https://boo.world/database/profile/12306/lucie-guest-personality-type,boo.world
3420,Disha Patani,Wizards,ENTJ,https://boo.world/database/profile/5203/disha-patani-personality-type,boo.world
3421,Dorothy Patrick,Wizards,INTP,https://boo.world/database/profile/5346/dorothy-patrick-personality-type,boo.world
3422,Kerwin Mathews,Knights,ISFJ,https://boo.world/database/profile/10964/kerwin-mathews-personality-type,boo.world
3423,Liam McIntyre,Explorers,ESTP,https://boo.world/database/profile/11871/liam-mcintyre-personality-type,boo.world
3424,Sheila Allen,Explorers,ISTP,https://boo.world/database/profile/17680/sheila-allen-personality-type,boo.world
3425,Clive Mantle,Knights,ESFJ,https://boo.world/database/profile/3931/clive-mantle-personality-type,boo.world
3426,Tamara Tunie,Healers,ENFP,https://boo.world/database/profile/18555/tamara-tunie-personality-type,boo.world
3427,Debra Feuer,Knights,ESFJ,https://boo.world/database/profile/4914/debra-feuer-personality-type,boo.world
3428,James Faulkner,Explorers,ESTP,https://boo.world/database/profile/8237/james-faulkner-personality-type,boo.world
3429,John Singleton,Wizards,ENTP,https://boo.world/database/profile/9691/john-singleton-personality-type,boo.world
3430,Kathleen Hughes,Explorers,ESTP,https://boo.world/database/profile/10614/kathleen-hughes-personality-type,boo.world
3431,Julia Ragnarsson,Wizards,ENTP,https://boo.world/database/profile/10156/julia-ragnarsson-personality-type,boo.world
3432,Crystal Bernard,Explorers,ISFP,https://boo.world/database/profile/4166/crystal-bernard-personality-type,boo.world
3433,Da'Vine Joy Randolph,Healers,ENFJ,https://boo.world/database/profile/4228/davine-joy-randolph-personality-type,boo.world
3434,Michael Winslow,Knights,ESFJ,https://boo.world/database/profile/13847/michael-winslow-personality-type,boo.world
3435,Christina Wolfe,Explorers,ESFP,https://boo.world/database/profile/3693/christina-wolfe-personality-type,boo.world
3436,Paul Reubens,Wizards,ENTP,https://boo.world/database/profile/15343/paul-reubens-personality-type,boo.world
3437,Andrzej Sapkowski,Explorers,ISTP,https://boo.world/database/profile/1132/andrzej-sapkowski-personality-type,boo.world
3438,Niki Caro,Explorers,ISFP,https://boo.world/database/profile/14748/niki-caro-personality-type,boo.world
3439,Kylee Russell,Healers,INFP,https://boo.world/database/profile/11346/kylee-russell-personality-type,boo.world
3440,Giulio Berruti,Healers,INFJ,https://boo.world/database/profile/6979/giulio-berruti-personality-type,boo.world
3441,Xander Berkeley,Explorers,ISTP,https://boo.world/database/profile/19962/xander-berkeley-personality-type,boo.world
3442,Sonja Gerhardt,Knights,ESTJ,https://boo.world/database/profile/17940/sonja-gerhardt-personality-type,boo.world
3443,Jeannie Berlin,Wizards,INTP,https://boo.world/database/profile/8700/jeannie-berlin-personality-type,boo.world
3444,Bryan Fuller,Healers,ENFP,https://boo.world/database/profile/2802/bryan-fuller-personality-type,boo.world
3445,Will Janowitz,Explorers,ESTP,https://boo.world/database/profile/19820/will-janowitz-personality-type,boo.world
3446,Larry Wilmore,Healers,ENFJ,https://boo.world/database/profile/11470/larry-wilmore-personality-type,boo.world
3448,Robert J. Anderson,Knights,ESTJ,https://boo.world/database/profile/16493/robert-j-anderson-personality-type,boo.world
3449,John Cho,Wizards,ENTP,https://boo.world/database/profile/9503/john-cho-personality-type,boo.world
3450,Giuseppe Tornatore,Healers,INFP,https://boo.world/database/profile/6981/giuseppe-tornatore-personality-type,boo.world
3451,Sherrie Rose,Explorers,ISTP,https://boo.world/database/profile/17722/sherrie-rose-personality-type,boo.world
3452,Blake Jenner,Explorers,ISFP,https://boo.world/database/profile/2339/blake-jenner-personality-type,boo.world
3453,Michael Buscemi,Wizards,INTJ,https://boo.world/database/profile/13636/michael-buscemi-personality-type,boo.world
3454,Rachel Bay Jones,Healers,INFP,https://boo.world/database/profile/15794/rachel-bay-jones-personality-type,boo.world
3455,Sebastian Maniscalco,Knights,ISTJ,https://boo.world/database/profile/17501/sebastian-maniscalco-personality-type,boo.world
3456,Malcolm Goodwin,Knights,ESTJ,https://boo.world/database/profile/12628/malcolm-goodwin-personality-type,boo.world
3457,Robert Culp,Knights,ESFJ,https://boo.world/database/profile/16447/robert-culp-personality-type,boo.world
3458,Cody Burger,Knights,ISTJ,https://boo.world/database/profile/3950/cody-burger-personality-type,boo.world
3459,Missi Pyle,Wizards,INTP,https://boo.world/database/profile/14124/missi-pyle-personality-type,boo.world
3460,Kierston Wareing,Healers,INFP,https://boo.world/database/profile/11077/kierston-wareing-personality-type,boo.world
3461,Eddie Murphy,Explorers,ESTP,https://boo.world/database/profile/5510/eddie-murphy-personality-type,boo.world
3462,Matthew Rauch,Healers,INFJ,https://boo.world/database/profile/13285/matthew-rauch-personality-type,boo.world
3463,Bruce Bundy,Knights,ISTJ,https://boo.world/database/profile/2767/bruce-bundy-personality-type,boo.world
3464,Amy Adams,Healers,INFJ,https://boo.world/database/profile/919/amy-adams-personality-type,boo.world
3465,Heather Matarazzo,Knights,ESFJ,https://boo.world/database/profile/7463/heather-matarazzo-personality-type,boo.world
3466,Alibe Parsons,Explorers,ISFP,https://boo.world/database/profile/632/alibe-parsons-personality-type,boo.world
3467,Hans Zimmer,Healers,INFP,https://boo.world/database/profile/7337/hans-zimmer-personality-type,boo.world
3468,Carlos Gallardo,Wizards,INTP,https://boo.world/database/profile/3025/carlos-gallardo-personality-type,boo.world
3469,Mike Flanagan,Wizards,ENTP,https://boo.world/database/profile/13989/mike-flanagan-personality-type,boo.world
3470,Kaitlin Hopkins,Knights,ISTJ,https://boo.world/database/profile/10361/kaitlin-hopkins-personality-type,boo.world
3471,Joseph Bologna,Wizards,ENTP,https://boo.world/database/profile/9926/joseph-bologna-personality-type,boo.world
3472,Gemma Atkinson,Explorers,ISTP,https://boo.world/database/profile/6713/gemma-atkinson-personality-type,boo.world
3473,Maila Nurmi,Explorers,ESTP,https://boo.world/database/profile/12602/maila-nurmi-personality-type,boo.world
3474,Reiley McClendon,Knights,ESTJ,https://boo.world/database/profile/16096/reiley-mcclendon-personality-type,boo.world
3475,Birgitte Hjort Sørensen,Knights,ESFJ,https://boo.world/database/profile/2315/birgitte-hjort-s%C3%B8rensen-personality-type,boo.world
3476,Jeremy Allen White,Healers,INFP,https://boo.world/database/profile/8907/jeremy-allen-white-personality-type,boo.world
3477,Cassie Yates,Knights,ISTJ,https://boo.world/database/profile/3179/cassie-yates-personality-type,boo.world
3478,Sandy Duncan,Knights,ISTJ,https://boo.world/database/profile/17178/sandy-duncan-personality-type,boo.world
3479,Nathan Fillion,Healers,ENFP,https://boo.world/database/profile/14464/nathan-fillion-personality-type,boo.world
3480,Scott Thompson,Healers,ENFP,https://boo.world/database/profile/17430/scott-thompson-personality-type,boo.world
3481,Jeff Meacham,Wizards,ENTP,https://boo.world/database/profile/8739/jeff-meacham-personality-type,boo.world
3482,Meghna Malik,Wizards,ENTP,https://boo.world/database/profile/13458/meghna-malik-personality-type,boo.world
3484,Moira Sinise,Healers,ENFJ,https://boo.world/database/profile/14162/moira-sinise-personality-type,boo.world
3485,John Drew Barrymore,Wizards,INTP,https://boo.world/database/profile/9531/john-drew-barrymore-personality-type,boo.world
3486,Ben Wheatley,Knights,ESTJ,https://boo.world/database/profile/2074/ben-wheatley-personality-type,boo.world
3487,Gene Davis,Wizards,INTJ,https://boo.world/database/profile/6726/gene-davis-personality-type,boo.world
3488,Alison Brie,Healers,ENFP,https://boo.world/database/profile/691/alison-brie-personality-type,boo.world
3489,Marg Helgenberger,Explorers,ESFP,https://boo.world/database/profile/12735/marg-helgenberger-personality-type,boo.world
3490,Daisy Lewis,Knights,ISFJ,https://boo.world/database/profile/4244/daisy-lewis-personality-type,boo.world
3491,Martyn Ford,Healers,INFP,https://boo.world/database/profile/13076/martyn-ford-personality-type,boo.world
3492,Cobie Smulders,Wizards,ENTJ,https://boo.world/database/profile/3943/cobie-smulders-personality-type,boo.world
3493,Christopher Backus,Knights,ESFJ,https://boo.world/database/profile/3726/christopher-backus-personality-type,boo.world
3494,Meta Golding,Healers,INFJ,https://boo.world/database/profile/13582/meta-golding-personality-type,boo.world
3495,John Getz,Explorers,ISTP,https://boo.world/database/profile/9556/john-getz-personality-type,boo.world
3496,Skylar Witte,Healers,INFP,https://boo.world/database/profile/17894/skylar-witte-personality-type,boo.world
3497,James Nesbitt,Explorers,ESFP,https://boo.world/database/profile/8301/james-nesbitt-personality-type,boo.world
3498,Elaine Devry,Healers,INFJ,https://boo.world/database/profile/5597/elaine-devry-personality-type,boo.world
3499,Laya DeLeon Hayes,Knights,ISTJ,https://boo.world/database/profile/11630/laya-deleon-hayes-personality-type,boo.world
3500,Mayim Bialik,Wizards,ENTP,https://boo.world/database/profile/13388/mayim-bialik-personality-type,boo.world
3501,Bebe Neuwirth,Explorers,ESTP,https://boo.world/database/profile/1985/bebe-neuwirth-personality-type,boo.world
3503,Joe Alwyn,Explorers,ISFP,https://boo.world/database/profile/9330/joe-alwyn-personality-type,boo.world
3504,Kivanç Tatlitug,Wizards,ENTJ,https://boo.world/database/profile/11202/kivan%C3%A7-tatlitug-personality-type,boo.world
3505,Paul Michael Glaser,Knights,ISTJ,https://boo.world/database/profile/15334/paul-michael-glaser-personality-type,boo.world
3506,Jill Morrison,Wizards,ENTJ,https://boo.world/database/profile/9133/jill-morrison-personality-type,boo.world
3507,James Gandolfini,Healers,INFP,https://boo.world/database/profile/8246/james-gandolfini-personality-type,boo.world
3508,Victoria Justice,Healers,ENFJ,https://boo.world/database/profile/19580/victoria-justice-personality-type,boo.world
3509,Maria Bonnevie,Healers,INFJ,https://boo.world/database/profile/12773/maria-bonnevie-personality-type,boo.world
3510,Marty York,Explorers,ESFP,https://boo.world/database/profile/13075/marty-york-personality-type,boo.world
3511,Christine Cavanaugh,Knights,ISFJ,https://boo.world/database/profile/3700/christine-cavanaugh-personality-type,boo.world
3512,Dash Mihok,Knights,ISTJ,https://boo.world/database/profile/4579/dash-mihok-personality-type,boo.world
3513,Jean Gabin,Explorers,ISTP,https://boo.world/database/profile/8649/jean-gabin-personality-type,boo.world
3514,Sheila Shah,Healers,ENFJ,https://boo.world/database/profile/17689/sheila-shah-personality-type,boo.world
3515,Jeremy Bobb,Explorers,ISFP,https://boo.world/database/profile/8909/jeremy-bobb-personality-type,boo.world
3516,Sonja Bennett,Knights,ISFJ,https://boo.world/database/profile/17939/sonja-bennett-personality-type,boo.world
3517,Clive Russell,Healers,INFJ,https://boo.world/database/profile/3934/clive-russell-personality-type,boo.world
3518,Olivia Wilde,Explorers,ISTP,https://boo.world/database/profile/14987/olivia-wilde-personality-type,boo.world
3519,Gabriel Rush,Wizards,ENTP,https://boo.world/database/profile/6582/gabriel-rush-personality-type,boo.world
3520,Katerina Tannenbaum,Explorers,ISTP,https://boo.world/database/profile/10567/katerina-tannenbaum-personality-type,boo.world
3521,Lake Bell,Wizards,INTP,https://boo.world/database/profile/11383/lake-bell-personality-type,boo.world
3522,Niv Sultan,Knights,ESTJ,https://boo.world/database/profile/14795/niv-sultan-personality-type,boo.world
3523,Georgie Glen,Healers,INFJ,https://boo.world/database/profile/6853/georgie-glen-personality-type,boo.world
3524,Lee Marvin,Explorers,ESTP,https://boo.world/database/profile/11684/lee-marvin-personality-type,boo.world
3525,Sara Melson,Healers,INFJ,https://boo.world/database/profile/17211/sara-melson-personality-type,boo.world
3526,Sheila Gish,Explorers,ISTP,https://boo.world/database/profile/17684/sheila-gish-personality-type,boo.world
3527,Katherine McNamara,Healers,ENFJ,https://boo.world/database/profile/10597/katherine-mcnamara-personality-type,boo.world
3528,Denis Lavant,Wizards,INTP,https://boo.world/database/profile/4970/denis-lavant-personality-type,boo.world
3529,Daniel Ranieri,Explorers,ISTP,https://boo.world/database/profile/4424/daniel-ranieri-personality-type,boo.world
3530,Andrea Bartlow,Wizards,ENTJ,https://boo.world/database/profile/1032/andrea-bartlow-personality-type,boo.world
3531,George Buza,Explorers,ESFP,https://boo.world/database/profile/6783/george-buza-personality-type,boo.world
3532,Charles Aidman,Explorers,ISTP,https://boo.world/database/profile/3329/charles-aidman-personality-type,boo.world
3533,André the Giant,Knights,ISFJ,https://boo.world/database/profile/1026/andr%C3%A9-the-giant-personality-type,boo.world
3534,Selma Blair,Explorers,ISTP,https://boo.world/database/profile/17519/selma-blair-personality-type,boo.world
3535,David Knell,Explorers,ESTP,https://boo.world/database/profile/4717/david-knell-personality-type,boo.world
3536,June Diane Raphael,Healers,INFJ,https://boo.world/database/profile/10279/june-diane-raphael-personality-type,boo.world
3537,Kwak Dong-yeon,Explorers,ISTP,https://boo.world/database/profile/11319/kwak-dong-yeon-personality-type,boo.world
3538,Jean Simmons,Wizards,INTJ,https://boo.world/database/profile/8661/jean-simmons-personality-type,boo.world
3539,Oona Roche,Explorers,ESFP,https://boo.world/database/profile/15020/oona-roche-personality-type,boo.world
3540,Jessie J,Explorers,ESFP,https://boo.world/database/profile/9097/jessie-j-personality-type,boo.world
3541,Ross Kohn,Knights,ISTJ,https://boo.world/database/profile/16799/ross-kohn-personality-type,boo.world
3542,Bowen Yang,Explorers,ISFP,https://boo.world/database/profile/2439/bowen-yang-personality-type,boo.world
3543,Taylor Negron,Healers,ENFP,https://boo.world/database/profile/18671/taylor-negron-personality-type,boo.world
3544,Tuesday Weld,Healers,INFJ,https://boo.world/database/profile/19362/tuesday-weld-personality-type,boo.world
3545,Dean Cameron,Knights,ESTJ,https://boo.world/database/profile/4853/dean-cameron-personality-type,boo.world
3546,Alvin Greenman,Explorers,ESFP,https://boo.world/database/profile/781/alvin-greenman-personality-type,boo.world
3547,LaChanze,Wizards,INTJ,https://boo.world/database/profile/11365/lachanze-personality-type,boo.world
3548,Rupert Grint,Explorers,ISFP,https://boo.world/database/profile/16875/rupert-grint-personality-type,boo.world
3549,Drew Sidora,Wizards,INTP,https://boo.world/database/profile/5395/drew-sidora-personality-type,boo.world
3550,Clark Middleton,Knights,ISTJ,https://boo.world/database/profile/3875/clark-middleton-personality-type,boo.world
3551,Kathy Burke,Explorers,ESFP,https://boo.world/database/profile/10659/kathy-burke-personality-type,boo.world
3552,Barry Sullivan,Knights,ISFJ,https://boo.world/database/profile/1945/barry-sullivan-personality-type,boo.world
3553,Mina El Hammani,Explorers,ESFP,https://boo.world/database/profile/14076/mina-el-hammani-personality-type,boo.world
3554,Vincent LaRusso,Wizards,INTJ,https://boo.world/database/profile/19615/vincent-larusso-personality-type,boo.world
3555,Mary Elizabeth McGlynn,Explorers,ESTP,https://boo.world/database/profile/13096/mary-elizabeth-mcglynn-personality-type,boo.world
3556,Indiana Evans,Explorers,ISFP,https://boo.world/database/profile/7805/indiana-evans-personality-type,boo.world
3557,Malia Baker,Knights,ESFJ,https://boo.world/database/profile/12632/malia-baker-personality-type,boo.world
3558,Robert Newton,Explorers,ISFP,https://boo.world/database/profile/16519/robert-newton-personality-type,boo.world
3559,Stefán Karl Stefánsson,Healers,INFP,https://boo.world/database/profile/18055/stef%C3%A1n-karl-stef%C3%A1nsson-personality-type,boo.world
3560,Tim Kirkby,Explorers,ISFP,https://boo.world/database/profile/18910/tim-kirkby-personality-type,boo.world
3561,Colin Ford,Knights,ISTJ,https://boo.world/database/profile/3977/colin-ford-personality-type,boo.world
